#FeatureID	LifeStage	Color
9c3ddf5cdc0a2ea8115d4619729d949f	Medusae	#32CD32
9c3ddf5cdc0a2ea8115d4619729d949f	Polyp	#FF69B4
6c433d9cad1b6b603dada08fa568f0b4	Medusae	#32CD32
6c433d9cad1b6b603dada08fa568f0b4	Polyp	#FF69B4
6dc4527d37ea2c9c46405e80df3a6499	Medusae	#32CD32
6dc4527d37ea2c9c46405e80df3a6499	Polyp	#FF69B4
9a43db15b3b395fb67aacdedf5239f06	Medusae	#32CD32
9a43db15b3b395fb67aacdedf5239f06	Polyp	#FF69B4
5a478c79dc5ca19e4734d97d04bfcabd	Medusae	#32CD32
5a478c79dc5ca19e4734d97d04bfcabd	Polyp	#FF69B4
9a9983b0eb3dfcee8a75abd79554f0f9	Polyp	#FF69B4
023778f88301248cd7e02790393bc180	Polyp	#FF69B4
f9bb3dd5f7e16d162e723856c9cae32f	Medusae	#32CD32
f9bb3dd5f7e16d162e723856c9cae32f	Polyp	#FF69B4
8a036e413d85ba1eda83bedeb5a60304	Medusae	#32CD32
8a036e413d85ba1eda83bedeb5a60304	Polyp	#FF69B4
fe745739b3726932aa7f8449455253a1	Medusae	#32CD32
fe745739b3726932aa7f8449455253a1	Polyp	#FF69B4
cbe69dd053bf4a93ad4a9df55ad759e7	Medusae	#32CD32
cbe69dd053bf4a93ad4a9df55ad759e7	Polyp	#FF69B4
e87ba31f045ec2bc8a6bb2915bd5331b	Medusae	#32CD32
e87ba31f045ec2bc8a6bb2915bd5331b	Polyp	#FF69B4
83a77503ce4435df4f6a599238a44f87	Ephyra	#87CEEB
83a77503ce4435df4f6a599238a44f87	Polyp	#FF69B4
705966bf5a34c8694b745296db50860e	Medusae	#32CD32
705966bf5a34c8694b745296db50860e	Polyp	#FF69B4
5137b59eb8b3f0f134c5b5a3abf040f1	Medusae	#32CD32
5137b59eb8b3f0f134c5b5a3abf040f1	Polyp	#FF69B4
35022feec14f80f38b904f7879d8c90e	Medusae	#32CD32
35022feec14f80f38b904f7879d8c90e	Polyp	#FF69B4
fc61cc0e36b442087f54a56b79247cd4	Medusae	#32CD32
fc61cc0e36b442087f54a56b79247cd4	Polyp	#FF69B4
24eee15208beff0cabf44435a0d85036	Medusae	#32CD32
24eee15208beff0cabf44435a0d85036	Polyp	#FF69B4
551492c72a06bf6a1d49bbe28e5dac39	Medusae	#32CD32
551492c72a06bf6a1d49bbe28e5dac39	Polyp	#FF69B4
52ca1913c3785e08520a686a2332d771	Medusae	#32CD32
52ca1913c3785e08520a686a2332d771	Polyp	#FF69B4
e200699ee9393c9b602375fde09e829c	Medusae	#32CD32
e200699ee9393c9b602375fde09e829c	Polyp	#FF69B4
297fdb8b0464b32a92076c393dfa95ed	Medusae	#32CD32
297fdb8b0464b32a92076c393dfa95ed	Polyp	#FF69B4
177c4bb2437596cfe7a1f8af241ce1a4	Medusae	#32CD32
177c4bb2437596cfe7a1f8af241ce1a4	Polyp	#FF69B4
b1d4b45e9ca069dcba3630cc99541ac9	Medusae	#32CD32
b1d4b45e9ca069dcba3630cc99541ac9	Polyp	#FF69B4
3a21a36a2fdb6ac10008c01509a827ca	Medusae	#32CD32
3a21a36a2fdb6ac10008c01509a827ca	Polyp	#FF69B4
30ee4e18dffa752b81eda742c9695b4f	Medusae	#32CD32
30ee4e18dffa752b81eda742c9695b4f	Polyp	#FF69B4
2ec503c4c7dc518a01b70b274814c83f	Polyp	#FF69B4
e3cda294e3aaa1dee3e5633b35e322fc	Medusae	#32CD32
e3cda294e3aaa1dee3e5633b35e322fc	Polyp	#FF69B4
e3dd9dbd539d9f5e5dd1950365e185e9	Medusae	#32CD32
e3dd9dbd539d9f5e5dd1950365e185e9	Polyp	#FF69B4
534fab510e3c7b587f84f248689261fc	Polyp	#FF69B4
19ae096f716f569e7079df420adadf8b	Polyp	#FF69B4
c56b98fedd4c162374d0ecb9c60d456a	Medusae	#32CD32
c56b98fedd4c162374d0ecb9c60d456a	Polyp	#FF69B4
7b4ff9ec444034e2e3d6b897ec39c152	Medusae	#32CD32
7b4ff9ec444034e2e3d6b897ec39c152	Polyp	#FF69B4
01b5519882b6c890d29383810f0a0f84	Medusae	#32CD32
01b5519882b6c890d29383810f0a0f84	Polyp	#FF69B4
fe169dd744714a6fd0fc5b4ad9b080b8	Polyp	#FF69B4
ecc1622bc722a39bb5e0d11636de8a91	Polyp	#FF69B4
56060c384bb570b9b5435b9eeccf1533	Polyp	#FF69B4
93534de04fb5beb510a87d3c2bf71ecc	Ephyra	#87CEEB
93534de04fb5beb510a87d3c2bf71ecc	Polyp	#FF69B4
e9848c618eedc648eac6063220c071c1	Polyp	#FF69B4
55f8005afd8b26308adc9dfdd9aa2f95	Polyp	#FF69B4
99599edc1c515df89946b9d8cb6bab95	Polyp	#FF69B4
4e01b1fbfae69ea658e9d9db554b13d5	Polyp	#FF69B4
36162717a5f4b95bdcdfee7796a91dbe	Polyp	#FF69B4
2a1cd321a8e771fe632b62bac26368c8	Polyp	#FF69B4
67f7db32d157ef6816135818edab5049	Polyp	#FF69B4
dfac99113fa98bebe520fc7b2be0a901	Medusae	#32CD32
dfac99113fa98bebe520fc7b2be0a901	Polyp	#FF69B4
75c436a42d870a2100b6f6edb1b7600d	Medusae	#32CD32
75c436a42d870a2100b6f6edb1b7600d	Polyp	#FF69B4
34afe8d86459f3644b55ef39cafcb12e	Medusae	#32CD32
34afe8d86459f3644b55ef39cafcb12e	Polyp	#FF69B4
589f52883027a8e4fd1cfa95d097891e	Polyp	#FF69B4
176a0df0c290d018f8e4a9696ecc7354	Medusae	#32CD32
176a0df0c290d018f8e4a9696ecc7354	Polyp	#FF69B4
788b14678af2a02cf5df67484c6ab08c	Polyp	#FF69B4
0c26ce30ab06fef8ffbb96f580a4e16f	Polyp	#FF69B4
cbb06e417e92a15555abad5667ddd53c	Polyp	#FF69B4
526325a3f1dadb407c227c161883d080	Polyp	#FF69B4
c9299ea63205e2417392b4cb22bba270	Polyp	#FF69B4
1893eb8c1d8f80a05673aabb3537d636	Ephyra	#87CEEB
1893eb8c1d8f80a05673aabb3537d636	Polyp	#FF69B4
fd21a65cd4161dc4e8a1c502bd210dce	Polyp	#FF69B4
8138981261052076cb271fbaad5b95ac	Ephyra	#87CEEB
8138981261052076cb271fbaad5b95ac	Medusae	#32CD32
8138981261052076cb271fbaad5b95ac	Polyp	#FF69B4
f32ebd474b6faf30959c2947ab66c019	Polyp	#FF69B4
f71f47aba545c6a2a0668ac9dd28a290	Polyp	#FF69B4
aacc970d2810dfd5b6a0d5d4e246382d	Polyp	#FF69B4
b1f0a8bb616ece804df47d26eacee2ff	Polyp	#FF69B4
7f5ac6cdcc689ef68799a07d6881755e	Polyp	#FF69B4
55f838d2022acfb94d29ae68f53d3564	Medusae	#32CD32
55f838d2022acfb94d29ae68f53d3564	Polyp	#FF69B4
a1ea543f368e8b1d9e960eacde2661d5	Polyp	#FF69B4
65d5bd5738c6aefd88d3bad79298433f	Polyp	#FF69B4
7eea38268f976284b0cbe7629a7d8c86	Medusae	#32CD32
7eea38268f976284b0cbe7629a7d8c86	Polyp	#FF69B4
fa8a6090dacfd54a7531290799361eef	Polyp	#FF69B4
99019a095cbbd45c9774dd468388fb4f	Polyp	#FF69B4
7aab1c9371a1346f37f4696e667890c6	Polyp	#FF69B4
ca5509f75fd8911108b97a0f526d4a5b	Polyp	#FF69B4
bb7ae248ab9a4ea4c921df68f3837259	Polyp	#FF69B4
45bc032a51da1e9b68be5faa094b8c43	Polyp	#FF69B4
f942f11832bd51b1c94ee3b92a8b849d	Polyp	#FF69B4
e7c6630faf2d37cb6efbd924692ca4b5	Polyp	#FF69B4
3775f744b29873fafff2f0888344b772	Medusae	#32CD32
3775f744b29873fafff2f0888344b772	Polyp	#FF69B4
51151f8c459ee97c6191a436f8ef5832	Polyp	#FF69B4
b5e8c1c8e2cca80495d0e099d23f5ab1	Polyp	#FF69B4
c4ee4a828dad93af33cf535ef4f15c01	Polyp	#FF69B4
3956a01f272667e67cd7a72a0585b4c4	Medusae	#32CD32
3956a01f272667e67cd7a72a0585b4c4	Polyp	#FF69B4
d8dc378d54087302ec6b714d2fd935fa	Medusae	#32CD32
d8dc378d54087302ec6b714d2fd935fa	Polyp	#FF69B4
3dd66a9c53357db6bd05f767bcf2dc0e	Polyp	#FF69B4
bbcebf3fe44aef15ff0775ea8b01155c	Polyp	#FF69B4
010ecbeeda87454f70ee6367731b500c	Polyp	#FF69B4
ed3620aecb50f4a23e93bd1b1717d311	Polyp	#FF69B4
ec0bc691d537f2c892c2bcb8366e6d8a	Polyp	#FF69B4
e67f91a6a0f99a9b30b1949621f16d63	Medusae	#32CD32
e67f91a6a0f99a9b30b1949621f16d63	Polyp	#FF69B4
83799e6b5d7751c5958ec786a7697b53	Polyp	#FF69B4
8e4dd769f92290270d1d33852c329c19	Polyp	#FF69B4
4e6b10f7f1134f7ad93c273c7439f954	Polyp	#FF69B4
16e762b14bd7d15378dd3252eb82d906	Polyp	#FF69B4
74544363b782eda3f85482f189da9ed6	Medusae	#32CD32
74544363b782eda3f85482f189da9ed6	Polyp	#FF69B4
2c9570a235cc3845e8dd96d4602bf88b	Polyp	#FF69B4
74514065bef0c23c865256d46b4595b0	Polyp	#FF69B4
9f623e49b6263c3b2179b7ac055cb6b0	Polyp	#FF69B4
2acdb1aa0f2cf6550dd62832efe56d6d	Polyp	#FF69B4
a236934e381899faab99a5cb673a91a8	Polyp	#FF69B4
9dd947e424358af17c3eb4349441ca67	Polyp	#FF69B4
34327421e1051d3e4e39c6a8b6c6e669	Polyp	#FF69B4
59acea2e1f2af4bd227a430035dd5d7b	Polyp	#FF69B4
c32a171a17ec2ccb33add3ab32532bfa	Medusae	#32CD32
c32a171a17ec2ccb33add3ab32532bfa	Polyp	#FF69B4
2571f928556a0bb8686dec3b1208d0bd	Polyp	#FF69B4
ea62a1fd3b7fa620e22f1cc29e74baf0	Polyp	#FF69B4
337b87530ebe02e5fc876f12669ae388	Polyp	#FF69B4
a60e911190ccfd2be6a27fcfe6fa7f96	Medusae	#32CD32
a60e911190ccfd2be6a27fcfe6fa7f96	Polyp	#FF69B4
d5bb77dba9e3e211fd0ff5b7749dd507	Polyp	#FF69B4
49f4881a60cd1f0e2837cd3f9f1b8ac9	Medusae	#32CD32
49f4881a60cd1f0e2837cd3f9f1b8ac9	Polyp	#FF69B4
b3d0afd5a5d5a24e9847c43c844827c9	Medusae	#32CD32
b3d0afd5a5d5a24e9847c43c844827c9	Polyp	#FF69B4
c35923ad22c6b6075f7ee37a4d234c5a	Polyp	#FF69B4
849b7d36581cd4a56212724f91c18e19	Polyp	#FF69B4
915e1f7f1378c026a599fd07d1a70db7	Polyp	#FF69B4
0a82af1b3503a6316b8bb8c243d85ecf	Polyp	#FF69B4
3af3e03d0d8a55d456f3c090d8088c78	Polyp	#FF69B4
7109da8ebb7ead9fb9939ae2b11b7c81	Polyp	#FF69B4
1562ccad25dd9b9b02d1167d57fe4cfc	Polyp	#FF69B4
aea6ce70982e4d572e3b283be3da92fc	Polyp	#FF69B4
7f6fa93edd2d21d0f85e8d8af8614c78	Medusae	#32CD32
7f6fa93edd2d21d0f85e8d8af8614c78	Polyp	#FF69B4
f7f77a0501ce7ff6d35779e26c60360b	Polyp	#FF69B4
010b1395f9ed646e7612107ca2311d0d	Polyp	#FF69B4
2e2439c5eac548c7418fdad5472f3f08	Polyp	#FF69B4
32be1dd7117a733c95fdd93689cc7d17	Polyp	#FF69B4
0e1746969218a97770cab186f0c9e78f	Polyp	#FF69B4
b6bb165b49045de76bc94f1852fa6b61	Polyp	#FF69B4
b81e8477f1679cb0b9fa9734ef17592c	Polyp	#FF69B4
44883af93c218d0dade292f9025116f7	Polyp	#FF69B4
bdd717e6c709a5f70518b2d9158fac86	Polyp	#FF69B4
f6e070efb6f5fb13c5161919d3d6d9ea	Polyp	#FF69B4
26abd950c92242e19224c07c7f49d86a	Polyp	#FF69B4
fa7487d1ad64fe3e5723ebbd382224d1	Polyp	#FF69B4
ba05b4c7c8f87f1c8870027fd51e888c	Polyp	#FF69B4
382c32064d1d7ca1ce0afe7eab0e5a15	Polyp	#FF69B4
080fc923326675b883b241775f044dd8	Polyp	#FF69B4
ce8d6f8f119c040b4d66be832bb03a62	Medusae	#32CD32
ce8d6f8f119c040b4d66be832bb03a62	Polyp	#FF69B4
f5300c031ca1e4df2b0a90c21eb2cff2	Polyp	#FF69B4
22420998e08e62f6cbd940a5f9973ade	Polyp	#FF69B4
ccab3203d686e264f2e98d9381525fad	Polyp	#FF69B4
0057d48feccfec9551cdbf87092f9efb	Polyp	#FF69B4
a0686240fb3260591ba4adbfe00a100b	Polyp	#FF69B4
00fea10a06752529438e61978d2bc07d	Ephyra	#87CEEB
00fea10a06752529438e61978d2bc07d	Medusae	#32CD32
00fea10a06752529438e61978d2bc07d	Polyp	#FF69B4
6bc4794e2653966acf2cb4524fdfd6fc	Ephyra	#87CEEB
6bc4794e2653966acf2cb4524fdfd6fc	Medusae	#32CD32
6bc4794e2653966acf2cb4524fdfd6fc	Polyp	#FF69B4
9c65df5337ff53466513de34f40a4547	Medusae	#32CD32
9c65df5337ff53466513de34f40a4547	Polyp	#FF69B4
f32988914718d596bd4f49e5d9c66f0a	Medusae	#32CD32
f32988914718d596bd4f49e5d9c66f0a	Polyp	#FF69B4
ac0efc8a80a03eefcba73fe918274a10	Ephyra	#87CEEB
ac0efc8a80a03eefcba73fe918274a10	Medusae	#32CD32
ac0efc8a80a03eefcba73fe918274a10	Polyp	#FF69B4
194d8c1e9a96750144bcda0cb176a0b5	Ephyra	#87CEEB
194d8c1e9a96750144bcda0cb176a0b5	Medusae	#32CD32
194d8c1e9a96750144bcda0cb176a0b5	Polyp	#FF69B4
5c27daeeb4d168fdcec8a661dfdc66d7	Ephyra	#87CEEB
5c27daeeb4d168fdcec8a661dfdc66d7	Polyp	#FF69B4
8e085a912d1e0b9a392ce1a8e47be632	Polyp	#FF69B4
11f8f7a1237aee83a4bc649510fffb93	Medusae	#32CD32
11f8f7a1237aee83a4bc649510fffb93	Polyp	#FF69B4
aff72f4fc5618ab611a536bb9fca46b4	Medusae	#32CD32
aff72f4fc5618ab611a536bb9fca46b4	Polyp	#FF69B4
f464393128283b329d9c3b2259f3d261	Polyp	#FF69B4
b3d1c330566d10fc49dd972cccdb25d2	Medusae	#32CD32
b3d1c330566d10fc49dd972cccdb25d2	Polyp	#FF69B4
a65945024ec56fa0882ed86e7dbd37b4	Medusae	#32CD32
a65945024ec56fa0882ed86e7dbd37b4	Polyp	#FF69B4
1ee9617d2acf72737623c129b341f5c9	Medusae	#32CD32
1ee9617d2acf72737623c129b341f5c9	Polyp	#FF69B4
f0fa6b6df7f0e02c253b58c91b1af025	Medusae	#32CD32
f0fa6b6df7f0e02c253b58c91b1af025	Polyp	#FF69B4
50b7258c6572df2fa0f0b78ae6b9f159	Medusae	#32CD32
50b7258c6572df2fa0f0b78ae6b9f159	Polyp	#FF69B4
d29a5fe87c1e86233d3cea7666448030	Medusae	#32CD32
d29a5fe87c1e86233d3cea7666448030	Polyp	#FF69B4
4330df5ace273a85bebd0c241634591d	Medusae	#32CD32
4330df5ace273a85bebd0c241634591d	Polyp	#FF69B4
83c89d8cb27790a079553bc1f132c87a	Polyp	#FF69B4
66f5e3c66ede8a5fe14612f0ebb61c02	Medusae	#32CD32
66f5e3c66ede8a5fe14612f0ebb61c02	Polyp	#FF69B4
fa9778f39fbce5d413b0e1255474869e	Polyp	#FF69B4
d841c38c5dd87be76a33b5f65c5a07b0	Polyp	#FF69B4
9137f1e6510495ea1771c8283a711d72	Medusae	#32CD32
9137f1e6510495ea1771c8283a711d72	Polyp	#FF69B4
681aedb708fa40dce025e70121a3b001	Polyp	#FF69B4
039daf2ba5c88ee2d8418517a068e51c	Medusae	#32CD32
039daf2ba5c88ee2d8418517a068e51c	Polyp	#FF69B4
ef1e63eeaaa50e90eea25cc9eee6ffea	Polyp	#FF69B4
a547f0797fae40a1753c45075f5879f5	Polyp	#FF69B4
cda0c02c658bb332c9a2ac246a08f3f8	Polyp	#FF69B4
58c140f703244b256ff8fb32d65b4c16	Medusae	#32CD32
58c140f703244b256ff8fb32d65b4c16	Polyp	#FF69B4
c19da3d9aaa1c1057e62a093880d3787	Polyp	#FF69B4
1bf957460784cf05ace3e674cf6d2a5f	Polyp	#FF69B4
c7b583898ccef03ae64b82dee5d0bba0	Polyp	#FF69B4
717a3bb9cb61085945c4fa9421040a0d	Polyp	#FF69B4
e4ac58bb9ba6370a63dcffec31d0d261	Polyp	#FF69B4
430979a96d654f59171ca4304956f0df	Medusae	#32CD32
430979a96d654f59171ca4304956f0df	Polyp	#FF69B4
6fdf861180a88b1e1c431fa7b629e975	Medusae	#32CD32
6fdf861180a88b1e1c431fa7b629e975	Polyp	#FF69B4
37adea0ae3433116390c155429e9658d	Polyp	#FF69B4
586fe2e404a3f542398c2e5549c6fa80	Polyp	#FF69B4
3307f53bf351f71e4ee944be8a0c4276	Medusae	#32CD32
3307f53bf351f71e4ee944be8a0c4276	Polyp	#FF69B4
e06327c4a332ff96de84991e86a9c8f4	Medusae	#32CD32
e06327c4a332ff96de84991e86a9c8f4	Polyp	#FF69B4
a7adca3336493356f666e487e2f1a012	Polyp	#FF69B4
c18c6308bd8b31ee50c553f0ac376173	Polyp	#FF69B4
f616d21c6eb2b92abb5dbc39107f779e	Polyp	#FF69B4
4348da116480dfdfb564e52475c8f43a	Ephyra	#87CEEB
4348da116480dfdfb564e52475c8f43a	Polyp	#FF69B4
c9c089051a8f08697131392edaf69f69	Medusae	#32CD32
c9c089051a8f08697131392edaf69f69	Polyp	#FF69B4
f62195d259674422e6967e6007ea9c36	Ephyra	#87CEEB
f62195d259674422e6967e6007ea9c36	Polyp	#FF69B4
40d8bebe97f82d21bbcdfbc6bcc03df1	Ephyra	#87CEEB
40d8bebe97f82d21bbcdfbc6bcc03df1	Polyp	#FF69B4
35393ce024213fe606589a86f639ed44	Ephyra	#87CEEB
35393ce024213fe606589a86f639ed44	Polyp	#FF69B4
530ee2c00b21349243f953318ae6b6cb	Ephyra	#87CEEB
530ee2c00b21349243f953318ae6b6cb	Polyp	#FF69B4
595e5ce0002bef69bb771ac788cd2e04	Ephyra	#87CEEB
595e5ce0002bef69bb771ac788cd2e04	Polyp	#FF69B4
a3d8537b8e557e155e17c77b80ccab8a	Ephyra	#87CEEB
a3d8537b8e557e155e17c77b80ccab8a	Polyp	#FF69B4
33acf5af9b3112ec81fc106a30ff0e59	Ephyra	#87CEEB
33acf5af9b3112ec81fc106a30ff0e59	Polyp	#FF69B4
3c54f1012cbb3b8a4b7ec882b5b7302e	Ephyra	#87CEEB
3c54f1012cbb3b8a4b7ec882b5b7302e	Polyp	#FF69B4
4b1803c7e7980d55b4c801976ff793e9	Ephyra	#87CEEB
4b1803c7e7980d55b4c801976ff793e9	Polyp	#FF69B4
0a31e0796e1ce5ca07a8e26707c16588	Ephyra	#87CEEB
0a31e0796e1ce5ca07a8e26707c16588	Polyp	#FF69B4
bd823f3a7b9987715a48c73e01d20911	Ephyra	#87CEEB
bd823f3a7b9987715a48c73e01d20911	Polyp	#FF69B4
5499417dbcf8278f968f672f4713425e	Ephyra	#87CEEB
5499417dbcf8278f968f672f4713425e	Polyp	#FF69B4
a2e37eb7d83bde212753e03e06ab67af	Polyp	#FF69B4
16a2a6724336e109da90b3ed46baab39	Polyp	#FF69B4
82cadd6d201015a238141a9ec7fa33d3	Ephyra	#87CEEB
82cadd6d201015a238141a9ec7fa33d3	Polyp	#FF69B4
f9d418199c6a8752c0e81d874f5e2dbd	Ephyra	#87CEEB
f9d418199c6a8752c0e81d874f5e2dbd	Polyp	#FF69B4
aa9106c2a30648576a1982f26d1a2cfa	Ephyra	#87CEEB
aa9106c2a30648576a1982f26d1a2cfa	Medusae	#32CD32
aa9106c2a30648576a1982f26d1a2cfa	Polyp	#FF69B4
96c4c667102a948771c4b91204d2a05f	Ephyra	#87CEEB
a1ac4ddd0dd76082618a7216c7056f2b	Ephyra	#87CEEB
1bbf4d43f9419336cd6d6757f5833697	Ephyra	#87CEEB
3d498302867bb78fb5912e08fa45d19b	Ephyra	#87CEEB
110dc0b665d5d5c64de9226e7b0df6ec	Ephyra	#87CEEB
110dc0b665d5d5c64de9226e7b0df6ec	Medusae	#32CD32
110dc0b665d5d5c64de9226e7b0df6ec	Polyp	#FF69B4
b46f68d44a8fcfa4c1e714ba892b3116	Ephyra	#87CEEB
fc1e1c80e2ce566b5aa9c8aba17fc6b2	Ephyra	#87CEEB
345269192902c387ef9cfb131378a738	Ephyra	#87CEEB
93fffb00ddb29bfdeafe452a0ecc38d8	Medusae	#32CD32
c2e118dbb6ee75e740ad6567d3c14e82	Medusae	#32CD32
21ef6b1b84e29144988d9940eb613888	Medusae	#32CD32
1d4e0c6a7a64a682d97918a6dfbd716e	Medusae	#32CD32
